X1,X2,X3,Y
5445.57,5420.98,5371.52,5470.23
5470.23,5445.57,5420.98,5433.98
5433.98,5470.23,5445.57,5381.01
5381.01,5433.98,5470.23,5467.02
5467.02,5381.01,5433.98,5465.25
5465.25,5467.02,5381.01,5453.11
5453.11,5465.25,5467.02,5458.42
5458.42,5453.11,5465.25,5468.29
5468.29,5458.42,5453.11,5390.02
5390.02,5468.29,5458.42,5383.35
5383.35,5390.02,5468.29,5367.33
5367.33,5383.35,5390.02,5331.91
5331.91,5367.33,5383.35,5246.91
5246.91,5331.91,5367.33,5330.97
5330.97,5246.91,5331.91,5352.12
5352.12,5330.97,5246.91,5349.04
5349.04,5352.12,5330.97,5353.41
5353.41,5349.04,5352.12,5379.01
5379.01,5353.41,5349.04,5427.37
5427.37,5379.01,5353.41,5484.01
5484.01,5427.37,5379.01,5515.05
5515.05,5484.01,5427.37,5520.87
5520.87,5515.05,5484.01,5502.3
5502.3,5520.87,5515.05,5514.54
5514.54,5502.3,5520.87,5535.05
5535.05,5514.54,5502.3,5523.3
5523.3,5535.05,5514.54,5557.28
5557.28,5523.3,5535.05,5572.36
5572.36,5557.28,5523.3,5567.84
5567.84,5572.36,5557.28,5561.08
5561.08,5567.84,5572.36,5552.5
5552.5,5561.08,5567.84,5576.8
5576.8,5552.5,5561.08,5633.13
5633.13,5576.8,5552.5,5676.16
5676.16,5633.13,5576.8,5698.64
5698.64,5676.16,5633.13,5738.43
5738.43,5698.64,5676.16,5701.69
5701.69,5738.43,5698.64,5759.14
5759.14,5701.69,5738.43,5766.65
5766.65,5759.14,5701.69,5824.39
5824.39,5766.65,5759.14,5827.84
5827.84,5824.39,5766.65,5842.07
5842.07,5827.84,5824.39,5853.11
5853.11,5842.07,5827.84,5874.15
5874.15,5853.11,5842.07,5965.99
5965.99,5874.15,5853.11,5977.92
5977.92,5965.99,5874.15,6045.74
6045.74,5977.92,5965.99,6045.52
6045.52,6045.74,5977.92,6077.8
6077.8,6045.52,6045.74,6123.85
6123.85,6077.8,6045.52,6107.44
6107.44,6123.85,6077.8,6218.46
6218.46,6107.44,6123.85,6221.59
6221.59,6218.46,6107.44,6297.75
6297.75,6221.59,6218.46,6285.68
6285.68,6297.75,6221.59,6353.45
6353.45,6285.68,6297.75,6318.9
6318.9,6353.45,6285.68,6484.14
6484.14,6318.9,6353.45,6709.93
6709.93,6484.14,6318.9,6657.57
6657.57,6709.93,6484.14,6426.17
6426.17,6657.57,6709.93,6559.98
6559.98,6426.17,6657.57,6632.84
6632.84,6559.98,6426.17,6603.65
6603.65,6632.84,6559.98,6746.28
6746.28,6603.65,6632.84,6862.11
6862.11,6746.28,6603.65,6889.05
6889.05,6862.11,6746.28,6905.93
6905.93,6889.05,6862.11,6953.17
6953.17,6905.93,6889.05,6798.12
6798.12,6953.17,6905.93,6748.62
6748.62,6798.12,6953.17,6869.29
6869.29,6748.62,6798.12,6950.1
6950.1,6869.29,6748.62,7015.16
7015.16,6950.1,6869.29,6968.18
6968.18,7015.16,6950.1,7091.12
7091.12,6968.18,7015.16,7154.83
7154.83,7091.12,6968.18,7157.64
7157.64,7154.83,7091.12,7196.75
7196.75,7157.64,7154.83,7238.92
7238.92,7196.75,7157.64,7342.62
7342.62,7238.92,7196.75,7402.96
7402.96,7342.62,7238.92,7509.76
7509.76,7402.96,7342.62,7579.98
7579.98,7509.76,7402.96,7733.36
7733.36,7579.98,7509.76,7865.94
7865.94,7733.36,7579.98,7925.92
7925.92,7865.94,7733.36,8180.97
8180.97,7925.92,7865.94,8253.34
8253.34,8180.97,7925.92,8285.48
8285.48,8253.34,8180.97,8261.28
8261.28,8285.48,8253.34,8404.49
8404.49,8261.28,8285.48,8206.16
8206.16,8404.49,8261.28,8496.36
8496.36,8206.16,8404.49,8792.7
8792.7,8496.36,8206.16,8863.34
8863.34,8792.7,8496.36,9218.63
9218.63,8863.34,8792.7,9588.46
9588.46,9218.63,8863.34,9574.11
9574.11,9588.46,9218.63,9603.73
9603.73,9574.11,9588.46,10000.17
10000.17,9603.73,9574.11,10304.72
10304.72,10000.17,9603.73,10079.2
10079.2,10304.72,10000.17,9638.17
9638.17,10079.2,10304.72,9499.42
9499.42,9638.17,10079.2,9098.48
9098.48,9499.42,9638.17,8698.88
8698.88,9098.48,9499.42,8315.67
8315.67,8698.88,9098.48,7964.95
7964.95,8315.67,8698.88,7709.95
7709.95,7964.95,8315.67,7853.26
7853.26,7709.95,7964.95,8084.37
8084.37,7853.26,7709.95,7770.52
7770.52,8084.37,7853.26,7596.87
7596.87,7770.52,8084.37,8052
8052,7596.87,7770.52,7821.18
7821.18,8052,7596.87,7614.71
7614.71,7821.18,8052,7785.05
7785.05,7614.71,7821.18,7593.3
7593.3,7785.05,7614.71,7244.55
7244.55,7593.3,7785.05,6939.64
6939.64,7244.55,7593.3,7123.5
7123.5,6939.64,7244.55,7202.96
7202.96,7123.5,6939.64,7512.91
7512.91,7202.96,7123.5,7235.91
7235.91,7512.91,7202.96,6953.64
6953.64,7235.91,7512.91,7031.55
7031.55,6953.64,7235.91,7101.83
7101.83,7031.55,6953.64,6997.33
6997.33,7101.83,7031.55,7163.75
7163.75,6997.33,7101.83,7276.65
7276.65,7163.75,6997.33,7145.75
7145.75,7276.65,7163.75,7104.65
7104.65,7145.75,7276.65,6833.6
6833.6,7104.65,7145.75,6887.94
6887.94,6833.6,7104.65,6899.59
6899.59,6887.94,6833.6,7097.52
7097.52,6899.59,6887.94,7183.25
7183.25,7097.52,6899.59,7384.98
7384.98,7183.25,7097.52,7367.7
7367.7,7384.98,7183.25,7497.66
7497.66,7367.7,7384.98,7284.08
7284.08,7497.66,7367.7,7411.33
7411.33,7284.08,7497.66,7315.59
7315.59,7411.33,7284.08,7437.79
7437.79,7315.59,7411.33,7348.37
7348.37,7437.79,7315.59,7413.93
7413.93,7348.37,7437.79,7300.09
7300.09,7413.93,7348.37,6984.22
6984.22,7300.09,7413.93,7035.38
7035.38,6984.22,7300.09,6942.56
6942.56,7035.38,6984.22,6665.06
6665.06,6942.56,7035.38,6467.15
6467.15,6665.06,6942.56,6708.48
6708.48,6467.15,6665.06,6860.15
6860.15,6708.48,6467.15,7020.37
7020.37,6860.15,6708.48,7323.75
7323.75,7020.37,6860.15,7213.17
7213.17,7323.75,7020.37,7104.24
7104.24,7213.17,7323.75,7391.25
7391.25,7104.24,7213.17,7263.04
7263.04,7391.25,7104.24,7307.24
7307.24,7263.04,7391.25,7345.29
7345.29,7307.24,7263.04,7442.29
7442.29,7345.29,7307.24,7370.87
7370.87,7442.29,7345.29,7489.18
7489.18,7370.87,7442.29,7331.27
7331.27,7489.18,7370.87,7398.73
7398.73,7331.27,7489.18,7665.57
7665.57,7398.73,7331.27,7490.66
7490.66,7665.57,7398.73,7409.84
7409.84,7490.66,7665.57,7417.68
7417.68,7409.84,7490.66,7350.46
7350.46,7417.68,7409.84,7255.5
7255.5,7350.46,7417.68,7504.3
7504.3,7255.5,7350.46,7524.39
7524.39,7504.3,7255.5,7464.6
7464.6,7524.39,7504.3,7408.55
7408.55,7464.6,7524.39,7517.92
7517.92,7408.55,7464.6,7531.17
7531.17,7517.92,7408.55,7590.39
7590.39,7531.17,7517.92,7588.94
7588.94,7590.39,7531.17,7553.76
7553.76,7588.94,7590.39,7512.02
7512.02,7553.76,7588.94,7481.34
7481.34,7512.02,7553.76,7471.72
7471.72,7481.34,7512.02,7535.81
7535.81,7471.72,7481.34,7438.61
7438.61,7535.81,7471.72,7320.45
7320.45,7438.61,7535.81,7411.95
7411.95,7320.45,7438.61,7411.4
7411.4,7411.95,7320.45,7353.85
7353.85,7411.4,7411.95,7306.01
7306.01,7353.85,7411.4,7301.79
7301.79,7306.01,7353.85,7218.8
7218.8,7301.79,7306.01,7215.17
7215.17,7218.8,7301.79,7178.93
7178.93,7215.17,7218.8,7195.1
7195.1,7178.93,7215.17,7325.13
7325.13,7195.1,7178.93,7442.04
7442.04,7325.13,7195.1,7404.8
7404.8,7442.04,7325.13,7418.61
7418.61,7404.8,7442.04,7315.52
7315.52,7418.61,7404.8,7184.48
7184.48,7315.52,7418.61,7065.15
7065.15,7184.48,7315.52,6970.7
6970.7,7065.15,7184.48,7150.65
7150.65,6970.7,7065.15,7123.47
7123.47,7150.65,6970.7,7139.09
7139.09,7123.47,7150.65,7099.23
7099.23,7139.09,7123.47,7311.92
7311.92,7099.23,7139.09,7590.54
7590.54,7311.92,7099.23,7559
7559,7590.54,7311.92,7514.04
7514.04,7559,7590.54,7555.98
7555.98,7514.04,7559,7585.69
7585.69,7555.98,7514.04,7691.7
7691.7,7585.69,7555.98,7746.86
7746.86,7691.7,7585.69,7799.11
7799.11,7746.86,7691.7,7768.98
7768.98,7799.11,7746.86,7789.76
7789.76,7768.98,7799.11,7850.51
7850.51,7789.76,7768.98,7807.8
7807.8,7850.51,7789.76,7804.38
7804.38,7807.8,7850.51,7884.29
7884.29,7804.38,7807.8,7889.24
7889.24,7884.29,7804.38,7892.57
7892.57,7889.24,7884.29,7895.47
7895.47,7892.57,7889.24,7956.52
7956.52,7895.47,7892.57,7979.92
7979.92,7956.52,7895.47,7934.54
7934.54,7979.92,7956.52,7972.97
7972.97,7934.54,7979.92,8066
8066,7972.97,7934.54,8187.11
8187.11,8066,7972.97,8186.08
8186.08,8187.11,8066,8179.9
8179.9,8186.08,8187.11,8217.5
8217.5,8179.9,8186.08,8194.64
8194.64,8217.5,8179.9,8195.69
8195.69,8194.64,8217.5,8151.6
8151.6,8195.69,8194.64,8225.66
8225.66,8151.6,8195.69,8327.87
8327.87,8225.66,8151.6,8424.51
8424.51,8327.87,8225.66,8579.63
8579.63,8424.51,8327.87,8540.24
8540.24,8579.63,8424.51,8542.4
8542.4,8540.24,8579.63,8520.82
8520.82,8542.4,8540.24,8622.93
8622.93,8520.82,8542.4,8792.07
8792.07,8622.93,8520.82,8762.14
8762.14,8792.07,8622.93,8860.9
8860.9,8762.14,8792.07,8900.9
8900.9,8860.9,8762.14,8669.39
8669.39,8900.9,8860.9,8872.96
8872.96,8669.39,8900.9,8557.95
8557.95,8872.96,8669.39,8290.32
8290.32,8557.95,8872.96,8408.62
8408.62,8290.32,8557.95,8316.21
8316.21,8408.62,8290.32,8235.12
8235.12,8316.21,8408.62,8319.29
8319.29,8235.12,8316.21,8247.37
8247.37,8319.29,8235.12,8436.62
8436.62,8247.37,8319.29,8661.46
8661.46,8436.62,8247.37,8690.97
8690.97,8661.46,8436.62,8792.22
8792.22,8690.97,8661.46,8793.93
8793.93,8792.22,8690.97,8835.26
8835.26,8793.93,8792.22,8889.75
8889.75,8835.26,8793.93,8895.68
8895.68,8889.75,8835.26,8864.04
8864.04,8895.68,8889.75,8933.51
8933.51,8864.04,8895.68,8960.8
8960.8,8933.51,8864.04,9006.4
9006.4,8960.8,8933.51,9016.34
9016.34,9006.4,8960.8,9073.14
9073.14,9016.34,9006.4,9064.39
9064.39,9073.14,9016.34,9147.02
9147.02,9064.39,9073.14,9134.55
9134.55,9147.02,9064.39,9026.59
9026.59,9134.55,9147.02,9081.03
9081.03,9026.59,9134.55,9208.12
9208.12,9081.03,9026.59,9344.84
9344.84,9208.12,9081.03,9396.5
9396.5,9344.84,9208.12,9369.34
9369.34,9396.5,9344.84,9418.35
9418.35,9369.34,9396.5,9431.81
9431.81,9418.35,9369.34,9459.72
9459.72,9431.81,9418.35,9451.32
9451.32,9459.72,9431.81,9403.54
9403.54,9451.32,9459.72,9490.61
9490.61,9403.54,9451.32,9514.83
9514.83,9490.61,9403.54,9379.7
9379.7,9514.83,9490.61,9482.08
9482.08,9379.7,9514.83,9504.43
9504.43,9482.08,9379.7,9471.7
9471.7,9504.43,9482.08,9491.47
9491.47,9471.7,9504.43,9372.57
9372.57,9491.47,9471.7,9447.42
9447.42,9372.57,9491.47,9466.94
9466.94,9447.42,9372.57,9497.55
9497.55,9466.94,9447.42,9556.61
9556.61,9497.55,9466.94,9672.47
9672.47,9556.61,9497.55,9766.9
9766.9,9672.47,9556.61,9853.65
9853.65,9766.9,9672.47,9908.29
9908.29,9853.65,9766.9,9886.3
9886.3,9908.29,9853.65,9990.19
9990.19,9886.3,9908.29,10093.48
10093.48,9990.19,9886.3,10166
10166,10093.48,9990.19,10235.17
10235.17,10166,10093.48,10259.87
10259.87,10235.17,10166,10227.87
10227.87,10259.87,10235.17,10346.55
10346.55,10227.87,10259.87,10169.68
10169.68,10346.55,10227.87,10213.26
10213.26,10169.68,10346.55,10304.87
10304.87,10213.26,10169.68,10447.56
10447.56,10304.87,10213.26,10527.84
10527.84,10447.56,10304.87,10523.37
10523.37,10527.84,10447.56,10497.07
10497.07,10523.37,10527.84,10465.56
10465.56,10497.07,10523.37,10726.46
10726.46,10465.56,10497.07,10801.09
10801.09,10726.46,10465.56,10914.58
10914.58,10801.09,10726.46,11052.86
11052.86,10914.58,10801.09,11218.61
11218.61,11052.86,10914.58,10920.09
10920.09,11218.61,11052.86,11259.32
11259.32,10920.09,11218.61,11177.91
11177.91,11259.32,10920.09,11352.63
11352.63,11177.91,11259.32,11443.35
11443.35,11352.63,11177.91,11537.5
11537.5,11443.35,11352.63,11446.33
11446.33,11537.5,11443.35,11609.85
11609.85,11446.33,11537.5,11546.79
11546.79,11609.85,11446.33,11191.74
11191.74,11546.79,11609.85,11456.12
11456.12,11191.74,11546.79,11473.99
11473.99,11456.12,11191.74,11381.25
11381.25,11473.99,11456.12,11415.29
11415.29,11381.25,11473.99,10947.42
10947.42,11415.29,11381.25,11086.3
11086.3,10947.42,11415.29,10598.38
10598.38,11086.3,10947.42,10804.35
10804.35,10598.38,11086.3,10474.2
10474.2,10804.35,10598.38,10094.81
10094.81,10474.2,10804.35,10436.53
10436.53,10094.81,10474.2,10393.87
10393.87,10436.53,10094.81,10689.36
10689.36,10393.87,10436.53,10951.08
10951.08,10689.36,10393.87,11028.22
11028.22,10951.08,10689.36,11130.13
11130.13,11028.22,10951.08,11278.45
11278.45,11130.13,11028.22,11459.58
11459.58,11278.45,11130.13,11402.22
11402.22,11459.58,11278.45,11449.52
11449.52,11402.22,11459.58,11414.34
11414.34,11449.52,11402.22,11568.69
11568.69,11414.34,11449.52,11485.9
11485.9,11568.69,11414.34,11573.94
11573.94,11485.9,11568.69,11664.97
11664.97,11573.94,11485.9,11666.38
11666.38,11664.97,11573.94,11684.79
11684.79,11666.38,11664.97,11936.59
11936.59,11684.79,11666.38,11992.23
11992.23,11936.59,11684.79,12060.99
12060.99,11992.23,11936.59,12136.83
12136.83,12060.99,11992.23,12273.82
12273.82,12136.83,12060.99,12115.46
12115.46,12273.82,12136.83,12048.14
12048.14,12115.46,12273.82,12075.75
12075.75,12048.14,12115.46,12007.6
12007.6,12075.75,12048.14,11802.6
11802.6,12007.6,12075.75,11941.8
11941.8,11802.6,12007.6,11910
11910,11941.8,11802.6,11683.7
11683.7,11910,11941.8,11342.1
11342.1,11683.7,11910,11572.9
11572.9,11342.1,11683.7,11728.1
11728.1,11572.9,11342.1,11690.2
11690.2,11728.1,11572.9,11686.4
11686.4,11690.2,11728.1,11775.5
11775.5,11686.4,11690.2,11576.8
11576.8,11775.5,11686.4,11571.8
11571.8,11576.8,11775.5,11531.3
11531.3,11571.8,11576.8,11511.5
11511.5,11531.3,11571.8,11096.8
11096.8,11511.5,11531.3,10706.9
10706.9,11096.8,11511.5,11094.4
11094.4,10706.9,11096.8,10687.8
10687.8,11094.4,10706.9,10861.3
10861.3,10687.8,11094.4,10930.5
10930.5,10861.3,10687.8,10932.5
10932.5,10930.5,10861.3,11116.8
11116.8,10932.5,10930.5,11018.8
11018.8,11116.8,10932.5,10660.3
10660.3,11018.8,11116.8,10247.6
10247.6,10660.3,11018.8,10118.7
10118.7,10247.6,10660.3,9800.69
9800.69,10118.7,10247.6,10183.7
10183.7,9800.69,10118.7,10346.2
10346.2,10183.7,9800.69,10373.8
10373.8,10346.2,10183.7,10531.8
10531.8,10373.8,10346.2,10202.3
10202.3,10531.8,10373.8,9775.04
9775.04,10202.3,10531.8,9849.83
9849.83,9775.04,10202.3,9732.86
9732.86,9849.83,9775.04,9314.91
9314.91,9732.86,9849.83,8766.98
8766.98,9314.91,9732.86,9177.46
9177.46,8766.98,9314.91,9607.11
9607.11,9177.46,8766.98,9943.83
9943.83,9607.11,9177.46,10105.1
10105.1,9943.83,9607.11,10103.3
10103.3,10105.1,9943.83,10171
10171,10103.3,10105.1,9807.53
9807.53,10171,10103.3,9404.7
9404.7,9807.53,10171,9041.62
9041.62,9404.7,9807.53,9434.15
9434.15,9041.62,9404.7,9841.43
9841.43,9434.15,9041.62,9989.41
9989.41,9841.43,9434.15,9603.65
9603.65,9989.41,9841.43,9829.4
9829.4,9603.65,9989.41,9936.33
9936.33,9829.4,9603.65,9916.08
9916.08,9936.33,9829.4,9836.04
9836.04,9916.08,9936.33,9504.47
9504.47,9836.04,9916.08,9655.93
9655.93,9504.47,9836.04,9920.66
9920.66,9655.93,9504.47,10014.8
10014.8,9920.66,9655.93,10027
10027,10014.8,9920.66,9947.8
9947.8,10027,10014.8,10191.8
10191.8,9947.8,10027,10198.7
10198.7,10191.8,9947.8,10198.3
10198.3,10198.7,10191.8,10257.6
10257.6,10198.3,10198.7,10350.6
10350.6,10257.6,10198.3,10401.1
10401.1,10350.6,10257.6,10343.6
10343.6,10401.1,10350.6,10430.7
10430.7,10343.6,10401.1,10353.5
10353.5,10430.7,10343.6,10497.6
10497.6,10353.5,10430.7,10507
10507,10497.6,10353.5,10558.3
10558.3,10507,10497.6,10667.4
10667.4,10558.3,10507,10772.5
10772.5,10667.4,10558.3,10846.7
10846.7,10772.5,10667.4,10828.9
10828.9,10846.7,10772.5,10655.5
10655.5,10828.9,10846.7,10525.9
10525.9,10655.5,10828.9,10406.4
10406.4,10525.9,10655.5,10317.4
10317.4,10406.4,10525.9,10576.7
10576.7,10317.4,10406.4,10557.2
10557.2,10576.7,10317.4,10562.8
10562.8,10557.2,10576.7,10481.6
10481.6,10562.8,10557.2,10220.7
10220.7,10481.6,10562.8,10244.6
10244.6,10220.7,10481.6,9955.23
9955.23,10244.6,10220.7,9584.79
9584.79,9955.23,10244.6,9876.51
9876.51,9584.79,9955.23,9942.87
9942.87,9876.51,9584.79,10086.15
10086.15,9942.87,9876.51,10064.13
10064.13,10086.15,9942.87,10170.97
10170.97,10064.13,10086.15,10125.91
10125.91,10170.97,10064.13,10001.7
10001.7,10125.91,10170.97,10068.7
10068.7,10001.7,10125.91,9927.1
9927.1,10068.7,10001.7,9965.21
9965.21,9927.1,10068.7,9892.77
9892.77,9965.21,9927.1,10157.17
10157.17,9892.77,9965.21,9988.63
9988.63,10157.17,9892.77,10028.5
10028.5,9988.63,10157.17,9984.57
9984.57,10028.5,9988.63,9876.4
9876.4,9984.57,10028.5,9908.85
9908.85,9876.4,9984.57,10032.57
10032.57,9908.85,9876.4,10155.1
10155.1,10032.57,9908.85,10306.75
10306.75,10155.1,10032.57,10252.15
10252.15,10306.75,10155.1,10305.43
10305.43,10252.15,10306.75,10386.52
10386.52,10305.43,10252.15,10528.69
10528.69,10386.52,10305.43,10512.48
10512.48,10528.69,10386.52,10616.24
10616.24,10512.48,10528.69,10592.72
10592.72,10616.24,10512.48,10743.55
10743.55,10592.72,10616.24,10855.82
10855.82,10743.55,10592.72,10926.91
10926.91,10855.82,10743.55,10942.75
10942.75,10926.91,10855.82,10959.71
10959.71,10942.75,10926.91,10886.42
10886.42,10959.71,10942.75,10880.2
10880.2,10886.42,10959.71,10924.5
10924.5,10880.2,10886.42,10909.31
10909.31,10924.5,10880.2,11167.04
11167.04,10909.31,10924.5,11399.83
11399.83,11167.04,10909.31,11565.25
11565.25,11399.83,11167.04,11528.27
11528.27,11565.25,11399.83,11327.71
11327.71,11528.27,11565.25,11010.59
11010.59,11327.71,11528.27,10945.35
10945.35,11010.59,11327.71,11246.71
11246.71,10945.35,11010.59,11012.4
11012.4,11246.71,10945.35,11017.51
11017.51,11012.4,11246.71,10973.08
10973.08,11017.51,11012.4,10739.45
10739.45,10973.08,11017.51,10743.84
10743.84,10739.45,10973.08,10869.32
10869.32,10743.84,10739.45,10811.86
10811.86,10869.32,10743.84,10850.04
10850.04,10811.86,10869.32,10705.87
10705.87,10850.04,10811.86,10430.66
10430.66,10705.87,10850.04,10622.55
10622.55,10430.66,10705.87,10646.26
10646.26,10622.55,10430.66,10867.11
10867.11,10646.26,10622.55,10870.9
10870.9,10867.11,10646.26,10750.41
10750.41,10870.9,10867.11,10762.16
10762.16,10750.41,10870.9,10594.57
10594.57,10762.16,10750.41,10618.75
10618.75,10594.57,10762.16,10388.19
10388.19,10618.75,10594.57,10416
10416,10388.19,10618.75,10550.16
10550.16,10416,10388.19,10677.38
10677.38,10550.16,10416,10642.68
10642.68,10677.38,10550.16,10561.97
10561.97,10642.68,10677.38,10584.48
10584.48,10561.97,10642.68,10644.36
10644.36,10584.48,10561.97,10587.09
10587.09,10644.36,10584.48,10604.44
10604.44,10587.09,10644.36,10551.87
10551.87,10604.44,10587.09,10341.41
10341.41,10551.87,10604.44,10055.65
10055.65,10341.41,10551.87,10182.33
10182.33,10055.65,10341.41,9923.11
9923.11,10182.33,10055.65,9893.99
9893.99,9923.11,10182.33,10025.34
10025.34,9893.99,9923.11,10031.46
10031.46,10025.34,9893.99,10058.46
10058.46,10031.46,10025.34,10040.5
10040.5,10058.46,10031.46,10066.32
10066.32,10040.5,10058.46,10184.52
10184.52,10066.32,10040.5,10147.36
10147.36,10184.52,10066.32,10235.96
10235.96,10147.36,10184.52,10405.21
10405.21,10235.96,10147.36,10374.36
10374.36,10405.21,10235.96,10359.06
10359.06,10374.36,10405.21,10425.46
10425.46,10359.06,10374.36,10507.52
10507.52,10425.46,10359.06,10590.59
10590.59,10507.52,10425.46,10617.11
10617.11,10590.59,10507.52,10640.71
10640.71,10617.11,10590.59,10641.31
10641.31,10640.71,10617.11,10705.87
10705.87,10641.31,10640.71,10705.32
10705.32,10705.87,10641.31,10856.74
10856.74,10705.32,10705.87,11031.08
11031.08,10856.74,10705.32,11105.34
11105.34,11031.08,10856.74,11272.33
11272.33,11105.34,11031.08,11348.62
11348.62,11272.33,11105.34,11589.64
11589.64,11348.62,11272.33,11632.04
11632.04,11589.64,11348.62,11728.08
11728.08,11632.04,11589.64,11867.09
11867.09,11728.08,11632.04,11844.65
11844.65,11867.09,11728.08,11629.75
11629.75,11844.65,11867.09,11643.53
11643.53,11629.75,11844.65,11454.76
11454.76,11643.53,11629.75,11467.96
11467.96,11454.76,11643.53,11379.4
11379.4,11467.96,11454.76,11577.76
11577.76,11379.4,11467.96,11463.18
11463.18,11577.76,11379.4,11520.62
11520.62,11463.18,11577.76,11542.98
11542.98,11520.62,11463.18,11607.84
11607.84,11542.98,11520.62,11393.97
11393.97,11607.84,11542.98,11376.12
11376.12,11393.97,11607.84,11179.97
11179.97,11376.12,11393.97,11207.79
11207.79,11179.97,11376.12,11133.35
11133.35,11207.79,11179.97,10899.71
10899.71,11133.35,11207.79,10923.9
10923.9,10899.71,11133.35,11146.27
11146.27,10923.9,10899.71,11283.87
11283.87,11146.27,10923.9,11413.12
11413.12,11283.87,11146.27,11407.87
11407.87,11413.12,11283.87,11404.95
11404.95,11407.87,11413.12,11276.66
11276.66,11404.95,11407.87,11310.9
11310.9,11276.66,11404.95,11374.03
11374.03,11310.9,11276.66,11141.29
11141.29,11374.03,11310.9,11331.35
11331.35,11141.29,11374.03,11296.62
11296.62,11331.35,11141.29,11294.98
11294.98,11296.62,11331.35,11301.62
11301.62,11294.98,11296.62,11328.47
11328.47,11301.62,11294.98,11233.56
11233.56,11328.47,11301.62,11221.51
11221.51,11233.56,11328.47,11271.5
11271.5,11221.51,11233.56,11276.51
11276.51,11271.5,11221.51,11432.74
11432.74,11276.51,11271.5,11414.86
11414.86,11432.74,11276.51,11596.08
11596.08,11414.86,11432.74,11655.64
11655.64,11596.08,11414.86,11676.59
11676.59,11655.64,11596.08,11773.9
11773.9,11676.59,11655.64,11894.96
11894.96,11773.9,11676.59,11905.92
